Year,0,1,2,3,4,5,6
2016,0.05918629523105875,0.6145036088604706,0.09304390154752991,0.02306864457733077,0.06485839595224337,0.11589361110814018,0.029445542723226407
2017,0.07876651792629306,0.5903938552599516,0.0865902431359837,0.03824019659044759,0.05358766139491835,0.11993471755535533,0.03248680813705048
2018,0.10100653525934779,0.5584984339109654,0.10487017075966239,0.05665175384220658,0.04121793712241337,0.12425758933243287,0.01349757977297173
2019,0.29518248462357566,0.23096793923289294,0.09802750126030212,0.1668339152306281,0.08788212827089113,0.08390135969927012,0.03720467168243995
2020,0.2793445385802583,0.24101408765101165,0.10137567311262073,0.1719001617194944,0.08676681277571462,0.08464214889158456,0.034956577269315774
2021,0.26369993340040127,0.25095767025012783,0.10464169680626095,0.1772648065007067,0.08543162299475354,0.08525295177177256,0.03275131827597719
2022,0.2483196583938805,0.26073131981187736,0.1078038503419336,0.18294630978912937,0.08387657381233879,0.08572715688621861,0.030595130964621697
2023,0.23327045676245697,0.2702660033055786,0.11084062614897328,0.18896481516692698,0.08210440573825561,0.0860594479260241,0.028494244951784424
2024,0.21861373880948798,0.2794920013659538,0.11373104394182915,0.1953419789289919,0.08012061611371184,0.0862458885328472,0.026454732307178173
2025,0.2044046720869635,0.28833994301206306,0.11645495585597695,0.20210065909873348,0.07793342838081105,0.08628397746519398,0.024482364100257944
2026,0.19069150336038182,0.29674185020011773,0.11899333651273963,0.20926445237931796,0.07555370452527467,0.08617267205632191,0.02258248096584632
2027,0.17751509692985798,0.3046322289676083,0.12132856511362126,0.21685702764331322,0.07299480766567426,0.08591239226166136,0.020759881418263525
2028,0.16490873323421434,0.3119491599445406,0.12344469811273381,0.2249012511664767,0.07027242022786895,0.08550500536036934,0.019018731953796324
2029,0.15289811228655395,0.31863545794895404,0.1253277471178197,0.23341804109252307,0.06740433260099786,0.08495380961717747,0.01736249933597408
2030,0.14150158303234436,0.3246398689552808,0.12696596934087875,0.2424249530074772,0.06441020014514526,0.08426351911713831,0.015793906401735096
2031,0.13073054943895188,0.32991834470533943,0.12835018190344694,0.25193446791596597,0.06131128429102878,0.08344026205236546,0.014314909692901487
2032,0.12059001130568722,0.3344354269190645,0.12947411618717566,0.26195197377212587,0.058130173273600184,0.08249160213501264,0.012926696407333921
2033,0.1110792169535983,0.33816571762869807,0.13033481363683325,0.27247348542450867,0.0548904856422657,0.08142658223349292,0.011629698480603244
2034,0.10219236585966204,0.34109545559883026,0.1309330687468247,0.2834831420759874,0.05161655286564183,0.08025579563763106,0.010423619215422694
2035,0.09391933930927132,0.3432241229551119,0.13127390182530546,0.29495061913742376,0.04833307451754285,0.07899147241910008,0.009307469836244793
2036,0.08624640128064139,0.3445660291040562,0.1313670411339592,0.3068286033015198,0.04506474071603786,0.07764757228209422,0.008279612181691202
2037,0.07915685512248143,0.345151704467307,0.1312273632079468,0.31905059907492833,0.041835815815489244,0.07623985694892471,0.00733780536292254
2038,0.07263161792265523,0.34502894248700444,0.13087523412648258,0.33152935514366205,0.03866967930571094,0.0747859164373573,0.006479254577127557
2039,0.06664970149233788,0.3442632470252295,0.13033666496815421,0.3441562794111014,0.03558833320779096,0.07330511211828686,0.005700661777099146
2040,0.061188594385543825,0.3429374346513946,0.12964319505665778,0.35680220888689546,0.032611887225489695,0.071818400916457,0.0049982788775616615
2041,0.056224546095818895,0.3411501669295193,0.12883141591178518,0.3693198461815794,0.0297580490467946,0.07034801092515543,0.004367964909347263
2042,0.051732777866727496,0.3390132219961136,0.12794206622964893,0.38154807883567476,0.027041658624906092,0.06891694701921501,0.0038052494277140843
2043,0.047687642516724575,0.3366474762006922,0.12701867699966524,0.39331815957051747,0.024474309885986215,0.06754833098553768,0.003305403840876806
2044,0.04406276546850152,0.3341777248326612,0.1261058024274054,0.4044614715046594,0.022064108346080594,0.0662646057800856,0.0028635216406063305
2045,0.04083120924639315,0.33172665040578386,0.1252469382359458,0.4148183315911365,0.019815605142283,0.06508665827917498,0.002474607099282754
2046,0.0379656835835635,0.32940847823131036,0.12448230579052406,0.42424698375642905,0.017729930572376165,0.06403294867771687,0.0021336693880800264
2047,0.035438824889779445,0.32732294186954725,0.12384672021256564,0.4326318326329131,0.015805125480972883,0.06311873696766916,0.0018358179465525963
2048,0.03322354779487058,0.32555022607673223,0.12336777716692764,0.4398899514310575,0.014036642254609825,0.06235550248073727,0.0015763527950648922
2049,0.031293455870667425,0.3241474554134065,0.12306456177963553,0.44597509583223055,0.012417960317404924,0.061750627301520845,0.001350843485134289
2050,0.029623284985626677,0.3231470844156899,0.1229470190289759,0.45087879233287464,0.01094124649570213,0.06130738169043803,0.0011551910506927025
